CI_Name,CI_Cat,CI_Subcat,Incident_ID,Impact,Urgency,Priority,Category,No_of_Related_Incidents
SUB000113,subapplication,Server Based Application,IM0041668,4,4,4.0,incident,
SBA000689,application,Server Based Application,IM0041669,5,5,5.0,request for information,
WBA000058,application,Web Based Application,IM0041670,4,4,4.0,incident,
SBA000461,application,Server Based Application,IM0041671,4,4,4.0,incident,
WBA000124,application,Web Based Application,IM0041672,4,4,4.0,incident,
WBA000124,application,Web Based Application,IM0041673,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041674,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041675,4,4,4.0,incident,
SBA000464,application,Server Based Application,IM0041676,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041677,5,5,5.0,incident,
SBA000609,application,Server Based Application,IM0041678,5,5,5.0,request for information,
WBA000124,application,Web Based Application,IM0041679,4,4,4.0,incident,
SBA000011,application,Server Based Application,IM0041680,5,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041681,4,4,4.0,incident,
WBA000124,application,Web Based Application,IM0041682,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041683,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041684,5,5,5.0,incident,
SUB000523,subapplication,Web Based Application,IM0041685,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041686,5,5,5.0,incident,
SBA000609,application,Server Based Application,IM0041687,5,5,5.0,request for information,
SBA000834,application,Server Based Application,IM0041688,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0041690,5,5,5.0,incident,
WBA000011,application,Web Based Application,IM0041691,5,5,5.0,incident,
WBA000092,application,Web Based Application,IM0041692,4,4,4.0,incident,
SBA000458,application,Server Based Application,IM0041693,5,5,5.0,incident,
PRN000034,officeelectronics,Printer,IM0041694,5,5,5.0,incident,
SUB000424,subapplication,Web Based Application,IM0041695,4,4,4.0,incident,
DTA000011,application,Desktop Application,IM0041696,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041697,3,3,3.0,incident,
SBA000131,application,Server Based Application,IM0041698,3,3,3.0,incident,
SBA000462,application,Server Based Application,IM0041699,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0041700,5,5,5.0,request for information,
LAP001837,computer,Laptop,IM0041701,5,5,5.0,incident,
WBA000011,application,Web Based Application,IM0041702,5,5,5.0,incident,
SBA000317,application,Server Based Application,IM0041703,NS,3,,incident,
CBA000014,application,Client Based Application,IM0041704,4,4,4.0,incident,
CBA000014,application,Client Based Application,IM0041705,5,5,5.0,incident,
SBA000459,application,Server Based Application,IM0041706,4,4,4.0,incident,
SUB000424,subapplication,Web Based Application,IM0041707,4,4,4.0,incident,
SBA000461,application,Server Based Application,IM0041708,4,4,4.0,incident,
DTA000016,application,Desktop Application,IM0041709,4,4,4.0,incident,
SBA000805,application,Server Based Application,IM0041710,3,3,3.0,incident,
SBA000609,application,Server Based Application,IM0041711,5,5,5.0,request for information,
SBA000747,application,Server Based Application,IM0041712,3,3,3.0,incident,
LAP001837,computer,Laptop,IM0041713,5,5,5.0,incident,
KVM000001,hardware,KVM Switches,IM0041714,5,5,5.0,incident,
WBA000011,application,Web Based Application,IM0041715,5,5,5.0,incident,
SBA000689,application,Server Based Application,IM0041716,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0041717,5,5,5.0,incident,
CBA000014,application,Client Based Application,IM0041718,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041719,5,5,5.0,incident,
APP000005,application,Citrix,IM0041720,4,4,4.0,incident,
SBA000462,application,Server Based Application,IM0041721,4,4,4.0,incident,
SUB000424,subapplication,Web Based Application,IM0041722,5,5,5.0,incident,
LAP000019,computer,Laptop,IM0041723,5,5,5.0,incident,
SBA000462,application,Server Based Application,IM0041724,4,4,4.0,incident,
SBA000059,application,Server Based Application,IM0041725,3,3,3.0,incident,
SBA000451,application,Server Based Application,IM0041726,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041727,5,5,5.0,incident,
LAP001837,computer,Laptop,IM0041728,5,5,5.0,incident,
DTA000616,application,Desktop Application,IM0041729,3,3,3.0,incident,
SSW000171,software,System Software,IM0041730,5,5,5.0,request for information,
SBA000607,application,Server Based Application,IM0041731,4,4,4.0,incident,
SBA000607,application,Server Based Application,IM0041732,5,5,5.0,incident,
SAP000004,application,SAP,IM0041733,5,5,5.0,request for information,
APP000005,application,Citrix,IM0041734,4,4,4.0,incident,
APP000005,application,Citrix,IM0041735,5,5,5.0,incident,2.0
WBA000094,application,Web Based Application,IM0041736,4,4,4.0,incident,
ADB000010,database,Database,IM0041737,3,3,3.0,incident,
SBA000645,application,Server Based Application,IM0041738,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041739,5,5,5.0,incident,
SBA000079,application,Server Based Application,IM0041740,4,4,4.0,incident,
SBA000035,application,Server Based Application,IM0041741,4,4,4.0,incident,
SAP000004,application,SAP,IM0041742,5,5,5.0,request for information,
SBA000609,application,Server Based Application,IM0041743,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0041744,5,5,5.0,request for information,
SBA000017,application,Server Based Application,IM0041745,3,3,3.0,incident,
SBA000462,application,Server Based Application,IM0041746,4,4,4.0,incident,
SBA000357,application,Server Based Application,IM0041747,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0041748,5,5,5.0,request for information,
SBA000263,application,Server Based Application,IM0041749,5,5,5.0,request for information,
SAP000004,application,SAP,IM0041750,5,5,5.0,request for information,
DCE000077,hardware,DataCenterEquipment,IM0041751,3,3,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0041752,4,4,4.0,incident,
SBA000782,application,Server Based Application,IM0041753,5,5,5.0,incident,
SUB000521,subapplication,Web Based Application,IM0041754,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0041755,5,5,5.0,incident,
WBA000094,application,Web Based Application,IM0041756,5,5,5.0,incident,
SBA000458,application,Server Based Application,IM0041757,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041758,4,4,4.0,incident,
WBA000133,application,Web Based Application,IM0041759,5,5,5.0,incident,
SBA000694,application,Server Based Application,IM0041760,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041761,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041762,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041763,4,4,4.0,incident,
SBA000173,application,Server Based Application,IM0041764,3,3,3.0,incident,
WBA000058,application,Web Based Application,IM0041765,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041766,4,4,4.0,incident,
SBA000805,application,Server Based Application,IM0041767,3,3,3.0,incident,
SBA000054,application,Server Based Application,IM0041768,NS,3,,incident,
WBA000011,application,Web Based Application,IM0041769,5,5,5.0,incident,
SUB000523,subapplication,Web Based Application,IM0041770,4,4,4.0,incident,
SBA000439,application,Server Based Application,IM0041771,5,5,5.0,incident,
WBA000133,application,Web Based Application,IM0041772,3,3,3.0,incident,
SUB000113,subapplication,Server Based Application,IM0041773,5,5,5.0,request for information,
WBA000009,application,Web Based Application,IM0041774,5,5,5.0,incident,
SBA000759,application,Server Based Application,IM0041775,3,3,3.0,incident,
SAN000178,storage,SAN,IM0041776,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041777,5,5,5.0,incident,
SBA000017,application,Server Based Application,IM0041778,3,3,3.0,incident,
WBA000009,application,Web Based Application,IM0041779,5,5,5.0,incident,
CBD000348,computer,Banking Device,IM0041780,3,3,3.0,incident,
SBA000729,application,Server Based Application,IM0041781,3,3,3.0,incident,
SUB000508,subapplication,Web Based Application,IM0041782,4,4,4.0,incident,
DTA000057,application,Desktop Application,IM0041783,5,5,5.0,incident,
WBA000124,application,Web Based Application,IM0041784,4,4,4.0,incident,
WBA000092,application,Web Based Application,IM0041785,4,4,4.0,incident,
SUB000508,subapplication,Web Based Application,IM0041786,4,4,4.0,incident,1.0
WBA000124,application,Web Based Application,IM0041787,5,5,5.0,incident,
SBA000461,application,Server Based Application,IM0041788,4,4,4.0,incident,
DSK000005,computer,Desktop,IM0041789,5,5,5.0,incident,
SUB000508,subapplication,Web Based Application,IM0041790,4,4,4.0,incident,1.0
DTA000031,application,Desktop Application,IM0041791,5,5,5.0,incident,
APP000005,application,Citrix,IM0041792,4,4,4.0,incident,
SUB000082,subapplication,Server Based Application,IM0041793,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041794,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041795,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041796,4,4,4.0,incident,
VDI000375,computer,VDI,IM0041797,5,5,5.0,incident,
APP000004,application,Citrix,IM0041798,4,4,4.0,incident,
SBA000526,application,Server Based Application,IM0041799,NS,3,,incident,
SAP000002,application,SAP,IM0041800,5,5,5.0,request for information,
LAP000014,computer,Laptop,IM0041801,5,5,5.0,incident,
SAP000002,application,SAP,IM0041802,5,5,5.0,request for information,
SBA000131,application,Server Based Application,IM0041803,3,3,3.0,incident,
APP000005,application,Citrix,IM0041804,4,4,4.0,incident,
WBA000119,application,Web Based Application,IM0041805,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041806,4,4,4.0,incident,
SSW000171,software,System Software,IM0041807,5,5,5.0,request for information,
SBA000459,application,Server Based Application,IM0041808,4,4,4.0,incident,
WBA000058,application,Web Based Application,IM0041809,5,5,5.0,request for information,
WBA000077,application,Web Based Application,IM0041810,5,5,5.0,request for information,
WBA000119,application,Web Based Application,IM0041811,5,5,5.0,incident,
SBA000609,application,Server Based Application,IM0041812,5,5,5.0,request for information,
WBA000008,application,Web Based Application,IM0041813,4,4,4.0,incident,
SBA000609,application,Server Based Application,IM0041814,5,5,5.0,request for information,
LAP000012,computer,Laptop,IM0041815,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041816,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041817,5,5,5.0,incident,
DTA000616,application,Desktop Application,IM0041818,5,5,5.0,incident,
WBA000008,application,Web Based Application,IM0041819,3,4,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0041820,4,4,4.0,incident,
STA000011,application,Standard Application,IM0041821,5,5,5.0,incident,
SUB000113,subapplication,Server Based Application,IM0041822,4,4,4.0,incident,
SBA000689,application,Server Based Application,IM0041823,5,5,5.0,request for information,
SSW000058,software,System Software,IM0041824,NS,3,,incident,
WBA000144,application,Web Based Application,IM0041825,5,5,5.0,incident,
SBA000314,application,Server Based Application,IM0041826,5,5,5.0,request for information,
SUB000538,subapplication,Web Based Application,IM0041827,4,4,4.0,incident,
SUB000113,subapplication,Server Based Application,IM0041828,5,5,5.0,request for information,
SUB000113,subapplication,Server Based Application,IM0041829,5,5,5.0,request for information,
SUB000113,subapplication,Server Based Application,IM0041830,5,5,5.0,request for information,
WBA000018,application,Web Based Application,IM0041831,4,4,4.0,incident,
WBA000011,application,Web Based Application,IM0041832,5,5,5.0,incident,
SUB000424,subapplication,Web Based Application,IM0041833,5,5,5.0,incident,
DTA000025,application,Desktop Application,IM0041834,3,3,3.0,incident,
SBA000626,application,Server Based Application,IM0041835,3,3,3.0,incident,
SUB000456,subapplication,Web Based Application,IM0041836,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041837,3,3,3.0,incident,
SBA000461,application,Server Based Application,IM0041838,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041839,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041840,4,4,4.0,incident,
SUB000533,subapplication,Web Based Application,IM0041841,4,4,4.0,incident,
SBA000689,application,Server Based Application,IM0041842,5,5,5.0,request for information,
SBA000335,application,Server Based Application,IM0041843,4,4,4.0,incident,
SUB000508,subapplication,Web Based Application,IM0041844,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041845,4,4,4.0,incident,
WBA000144,application,Web Based Application,IM0041846,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041847,4,4,4.0,incident,
SBA000360,application,Server Based Application,IM0041848,5,5,5.0,incident,1.0
SBA000017,application,Server Based Application,IM0041849,3,3,3.0,incident,
SBA000709,application,Server Based Application,IM0041850,5,5,5.0,incident,
LAP000011,computer,Laptop,IM0041851,5,5,5.0,incident,
SBA000131,application,Server Based Application,IM0041852,3,3,3.0,incident,
WBA000058,application,Web Based Application,IM0041853,4,4,4.0,incident,
SBA000585,application,Server Based Application,IM0041854,5,5,5.0,request for information,
SBA000609,application,Server Based Application,IM0041855,5,5,5.0,request for information,
WBA000060,application,Web Based Application,IM0041856,4,4,4.0,incident,
SUB000426,subapplication,Web Based Application,IM0041857,4,4,4.0,incident,
SBA000360,application,Server Based Application,IM0041858,NS,3,,incident,1.0
DTA000023,application,Desktop Application,IM0041859,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041860,4,4,4.0,incident,
SBA000263,application,Server Based Application,IM0041861,5,5,5.0,request for information,
SBA000585,application,Server Based Application,IM0041862,5,5,5.0,incident,
SBA000759,application,Server Based Application,IM0041863,4,4,4.0,request for information,
SBA000439,application,Server Based Application,IM0041864,5,5,5.0,request for information,
LAP000018,computer,Laptop,IM0041865,5,5,5.0,incident,
SUB000456,subapplication,Web Based Application,IM0041866,4,4,4.0,incident,
SUB000456,subapplication,Web Based Application,IM0041867,4,4,4.0,incident,
LAP000008,computer,Laptop,IM0041868,5,5,5.0,incident,
SAN000178,storage,SAN,IM0041869,3,3,3.0,incident,
